"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","MaritalStatus","OverTime","Age_Group","DRate_Group","DistanceFromHome_Group","Education_Group","EmployeeNumber_Group","EnvironmentSat_Group","HourlyRate_Group","JobInvolvement_Group","JobLevel_Group","JobSatisfaction_Group","MonthlyIncome_Group","MonthlyRate_Group","NumCompaniesWorked_Group","PercentSalaryHike_Group","PerformanceRating_Group","RelationshipSatisfaction_Group","StockOptionLevel_Group","TotalWorkingYears_Group","TrainingTimesLastYear_Group","WorkLifeBalance_Group","YearsAtCompany_Group","YearsInCurrentRole_Group","YearsSinceLastPromotion_Group","YearsWithCurrManager_Group"
"385","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Single","No","mid","high","medium","4","low","unsatisfactory","high","3","2","satisfactory","medium","high","medium","[14,18)","3","1","0","[10,13)","[0,2)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"386","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Divorced","No","mid","low","long","2","medium","satisfactory","low","2","2","satisfactory","medium","medium","large","[12,14)","3","3","2","[6,10)","[2,3)","3","[5,9)","[2,3)","[1,15]","[3,7)"
"387","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Divorced","Yes","elder","medium","long","3","high","unsatisfactory","high","1","3","unsatisfactory","high","high","medium","[18,25]","3","2","1","[13,28]","[2,3)","3","[5,9)","[7,18]","[0,1)","[7,14]"
"388","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Married","Yes","elder","high","long","3","low","satisfactory","high","2","3","satisfactory","high","medium","medium","[18,25]","3","3","1","[13,28]","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"389","Yes","Non-Travel","Sales","Marketing","Male","Sales Executive","Single","Yes","mid","high","long","3","low","unsatisfactory","medium","4","2","satisfactory","medium","low","large","[12,14)","3","2","0","[6,10)","[3,6]","2","[5,9)","[2,3)","[0,1)","[3,7)"
"390","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Married","Yes","young","low","short","2","high","unsatisfactory","high","2","1","satisfactory","low","medium","medium","[12,14)","3","3","1","[0,6)","[3,6]","2","[0,3)","[0,2)","[1,15]","[0,2)"
"391","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Married","Yes","young","low","short","3","medium","unsatisfactory","medium","3","1","unsatisfactory","low","medium","large","[14,18)","3","2","1","[6,10)","[2,3)","3","[3,5)","[2,3)","[1,15]","[2,3)"
"392","No","Non-Travel","Research & Development","Other","Female","Research Scientist","Married","Yes","young","low","long","2","high","unsatisfactory","high","2","1","satisfactory","low","medium","medium","[14,18)","3","2","0","[0,6)","[2,3)","2","[3,5)","[2,3)","[1,15]","[3,7)"
"393","No","Travel_Rarely","Human Resources","Technical Degree","Male","Human Resources","Single","No","mid","low","medium","4","medium","satisfactory","high","3","1","satisfactory","medium","low","medium","[14,18)","3","2","0","[6,10)","[2,3)","1","[5,9)","[3,7)","[1,15]","[3,7)"
"394","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Single","No","mid","medium","long","3","medium","satisfactory","medium","3","2","satisfactory","medium","high","medium","[12,14)","3","4","0","[10,13)","[2,3)","2","[9,40]","[7,18]","[0,1)","[7,14]"
"395","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","Married","Yes","young","medium","short","2","high","satisfactory","low","2","2","satisfactory","high","high","medium","[12,14)","3","3","1","[6,10)","[2,3)","3","[5,9)","[7,18]","[0,1)","[7,14]"
"396","Yes","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Single","No","mid","medium","medium","3","low","unsatisfactory","low","3","1","unsatisfactory","medium","low","large","[18,25]","4","1","0","[10,13)","[2,3)","4","[5,9)","[3,7)","[0,1)","[3,7)"
"397","No","Travel_Frequently","Sales","Life Sciences","Female","Sales Executive","Single","No","young","high","long","3","low","satisfactory","high","3","2","satisfactory","high","medium","medium","[14,18)","3","4","0","[6,10)","[2,3)","3","[5,9)","[7,18]","[0,1)","[7,14]"
"398","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","Yes","young","high","long","4","medium","satisfactory","low","3","1","satisfactory","low","medium","large","[18,25]","3","2","1","[6,10)","[2,3)","3","[5,9)","[3,7)","[0,1)","[2,3)"
"399","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Married","No","elder","medium","short","3","low","unsatisfactory","low","3","4","satisfactory","high","low","large","[12,14)","3","3","0","[13,28]","[2,3)","1","[3,5)","[2,3)","[0,1)","[0,2)"
"400","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","Divorced","Yes","elder","high","long","3","high","satisfactory","medium","3","2","satisfactory","medium","medium","large","[14,18)","3","1","2","[10,13)","[3,6]","2","[5,9)","[2,3)","[1,15]","[3,7)"
"401","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","Divorced","No","elder","low","short","4","medium","satisfactory","medium","3","2","satisfactory","high","medium","medium","[11,12)","3","3","1","[10,13)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"402","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Married","No","mid","medium","long","3","high","unsatisfactory","medium","3","1","satisfactory","low","medium","large","[12,14)","3","1","1","[10,13)","[3,6]","2","[5,9)","[2,3)","[1,15]","[3,7)"
"403","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Divorced","No","young","medium","long","2","medium","unsatisfactory","low","3","1","satisfactory","low","high","medium","[14,18)","3","4","1","[0,6)","[3,6]","2","[3,5)","[2,3)","[1,15]","[2,3)"
"404","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","No","young","high","long","2","medium","satisfactory","high","4","1","satisfactory","low","high","medium","[18,25]","4","3","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"405","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Married","No","mid","low","short","4","medium","satisfactory","high","3","2","unsatisfactory","high","medium","medium","[12,14)","3","3","1","[6,10)","[2,3)","4","[5,9)","[7,18]","[1,15]","[3,7)"
"406","No","Travel_Frequently","Research & Development","Medical","Female","Manager","Divorced","No","elder","high","long","4","high","unsatisfactory","high","3","4","satisfactory","high","high","large","[18,25]","4","1","1","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"407","Yes","Travel_Frequently","Sales","Marketing","Female","Sales Executive","Married","Yes","mid","medium","long","4","medium","satisfactory","medium","3","2","satisfactory","medium","high","small","[18,25]","3","3","1","[0,6)","[0,2)","2","[3,5)","[2,3)","[1,15]","[2,3)"
"408","No","Travel_Rarely","Sales","Marketing","Male","Manager","Married","Yes","elder","low","medium","3","high","satisfactory","medium","3","5","satisfactory","high","high","large","[14,18)","3","3","1","[13,28]","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"409","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","No","young","medium","medium","1","medium","satisfactory","high","2","2","unsatisfactory","medium","medium","medium","[12,14)","3","1","0","[0,6)","[0,2)","4","[5,9)","[2,3)","[0,1)","[3,7)"
"410","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Divorced","No","mid","low","long","4","medium","unsatisfactory","medium","3","2","satisfactory","medium","low","medium","[11,12)","3","3","1","[6,10)","[3,6]","2","[5,9)","[2,3)","[0,1)","[3,7)"
"411","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Divorced","No","mid","low","short","2","high","satisfactory","medium","2","2","satisfactory","low","medium","small","[14,18)","3","4","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"412","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Divorced","No","young","high","short","4","low","satisfactory","low","3","1","unsatisfactory","low","high","medium","[12,14)","3","4","1","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"413","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","Yes","elder","low","medium","2","high","unsatisfactory","high","3","2","unsatisfactory","medium","low","medium","[14,18)","3","2","1","[13,28]","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"414","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Single","No","mid","low","medium","4","low","unsatisfactory","low","3","3","unsatisfactory","high","high","small","[11,12)","3","3","0","[13,28]","[3,6]","3","[9,40]","[3,7)","[1,15]","[7,14]"
"415","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","Single","No","mid","high","medium","4","low","satisfactory","medium","3","3","unsatisfactory","high","medium","small","[12,14)","3","4","0","[13,28]","[3,6]","3","[9,40]","[3,7)","[0,1)","[7,14]"
"416","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","Yes","mid","low","short","2","low","unsatisfactory","high","2","1","satisfactory","low","high","medium","[12,14)","3","4","1","[6,10)","[3,6]","3","[5,9)","[3,7)","[1,15]","[3,7)"
"417","No","Travel_Rarely","Human Resources","Life Sciences","Female","Human Resources","Married","No","mid","high","short","3","medium","satisfactory","low","2","2","satisfactory","medium","low","large","[11,12)","3","3","2","[13,28]","[2,3)","3","[5,9)","[3,7)","[0,1)","[3,7)"
"418","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Single","Yes","elder","medium","short","2","low","unsatisfactory","high","2","3","satisfactory","medium","high","large","[12,14)","3","4","0","[13,28]","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"419","No","Travel_Rarely","Sales","Medical","Female","Manager","Divorced","No","elder","medium","short","4","low","satisfactory","medium","3","5","satisfactory","high","high","large","[11,12)","3","3","1","[10,13)","[3,6]","2","[5,9)","[0,2)","[0,1)","[3,7)"
"420","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Single","No","mid","medium","short","4","high","unsatisfactory","medium","3","2","satisfactory","high","high","large","[12,14)","3","1","0","[13,28]","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"421","No","Travel_Frequently","Research & Development","Medical","Male","Healthcare Representative","Single","No","elder","high","short","4","high","unsatisfactory","low","3","2","satisfactory","medium","medium","large","[12,14)","3","3","0","[10,13)","[3,6]","3","[3,5)","[2,3)","[0,1)","[3,7)"
"422","No","Travel_Rarely","Sales","Technical Degree","Female","Sales Executive","Married","Yes","mid","medium","medium","2","low","satisfactory","medium","2","2","unsatisfactory","medium","high","medium","[11,12)","3","4","0","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"423","No","Travel_Rarely","Research & Development","Medical","Male","Manager","Married","Yes","mid","low","long","1","low","satisfactory","high","3","4","unsatisfactory","high","low","medium","[14,18)","3","4","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"424","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Married","No","elder","medium","medium","2","low","unsatisfactory","high","3","5","unsatisfactory","high","low","large","[11,12)","3","3","1","[13,28]","[3,6]","2","[3,5)","[2,3)","[1,15]","[2,3)"
"425","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Divorced","Yes","mid","low","long","1","medium","satisfactory","high","3","1","unsatisfactory","low","high","small","[12,14)","3","2","2","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"426","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","Yes","mid","medium","medium","3","medium","satisfactory","medium","2","3","satisfactory","high","high","medium","[18,25]","4","2","1","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[3,7)"
"427","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Single","No","mid","high","short","3","low","satisfactory","high","3","3","satisfactory","high","medium","medium","[12,14)","3","1","0","[10,13)","[3,6]","3","[5,9)","[3,7)","[1,15]","[3,7)"
"428","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Married","No","mid","high","medium","1","medium","unsatisfactory","medium","3","2","satisfactory","medium","low","medium","[18,25]","4","1","0","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"429","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","No","mid","high","short","4","high","unsatisfactory","low","3","2","satisfactory","medium","medium","large","[14,18)","3","2","1","[6,10)","[3,6]","2","[0,3)","[2,3)","[1,15]","[0,2)"
"430","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Divorced","No","mid","medium","medium","4","medium","satisfactory","medium","1","1","satisfactory","low","low","medium","[14,18)","3","3","1","[6,10)","[3,6]","3","[5,9)","[7,18]","[1,15]","[7,14]"
"431","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","No","young","medium","short","3","low","satisfactory","medium","3","2","satisfactory","medium","high","medium","[14,18)","3","2","1","[6,10)","[3,6]","3","[5,9)","[7,18]","[1,15]","[7,14]"
"432","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Divorced","Yes","elder","medium","medium","3","high","satisfactory","high","2","3","unsatisfactory","high","high","large","[12,14)","3","3","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"433","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Single","Yes","elder","low","long","4","medium","unsatisfactory","high","4","4","satisfactory","high","low","large","[14,18)","3","3","0","[13,28]","[2,3)","2","[9,40]","[7,18]","[1,15]","[7,14]"
"434","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","young","medium","short","4","medium","unsatisfactory","medium","1","1","satisfactory","low","high","medium","[18,25]","3","4","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"435","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Married","Yes","elder","low","long","4","low","unsatisfactory","medium","3","1","unsatisfactory","medium","low","large","[18,25]","3","1","3","[6,10)","[2,3)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"436","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Married","No","mid","medium","medium","4","low","satisfactory","medium","2","1","satisfactory","low","medium","medium","[12,14)","3","3","1","[0,6)","[2,3)","2","[0,3)","[2,3)","[0,1)","[2,3)"
"437","No","Non-Travel","Research & Development","Medical","Female","Laboratory Technician","Single","No","young","high","short","3","low","satisfactory","low","3","1","satisfactory","low","low","small","[14,18)","3","3","0","[10,13)","[2,3)","2","[9,40]","[7,18]","[1,15]","[7,14]"
"438","No","Non-Travel","Research & Development","Medical","Female","Research Director","Divorced","Yes","mid","medium","short","4","low","unsatisfactory","high","3","3","satisfactory","high","medium","medium","[18,25]","3","1","2","[13,28]","[2,3)","3","[5,9)","[2,3)","[0,1)","[2,3)"
